image_id,crop_type,disease,severity,leaf_color_r,leaf_color_g,leaf_color_b,texture_contrast,texture_homogeneity,lesion_area_pct,image_width,image_height,brightness
24397,grape,powdery_mildew,moderate,203.017,228.706,203.16,0.29,0.737,48.41,512,256,211.628
21418,grape,downy_mildew,moderate,145.503,126.672,95.314,0.4,0.684,33.15,512,224,122.496
8304,potato,early_blight,moderate,198.987,152.251,53.565,0.445,0.6,25.64,512,224,134.934
17893,wheat,healthy,moderate,102.978,146.995,98.278,0.295,0.743,0.81,512,224,116.084
974,tomato,mosaic_virus,severe,134.907,163.063,92.081,0.293,0.772,22.78,256,512,130.017
20007,grape,powdery_mildew,moderate,228.2,232.237,194.572,0.224,0.853,69.59,256,512,218.336
14706,corn,powdery_mildew,severe,218.432,221.271,226.965,0.359,0.716,61.07,256,256,222.223
2736,tomato,late_blight,moderate,113.002,113.829,82.707,0.754,0.363,31.53,224,512,103.179
7307,potato,early_blight,mild,179.801,144.226,70.234,0.429,0.677,5.24,224,512,131.42
13694,corn,healthy,moderate,89.125,179.174,76.919,0.209,0.794,1.25,224,224,115.073
14981,corn,gray_leaf_spot,moderate,174.863,163.955,113.528,0.689,0.492,35.14,256,224,150.782
6468,potato,healthy,severe,87.969,162.684,94.438,0.283,0.783,1.76,224,512,115.03
22331,grape,powdery_mildew,mild,229.613,223.633,200.68,0.202,0.877,31.39,256,512,217.975
22083,grape,healthy,moderate,82.655,158.544,75.7,0.27,0.779,0.18,256,512,105.633
9240,potato,healthy,moderate,109.937,152.99,81.919,0.185,0.802,0.87,512,512,114.949
22656,grape,powdery_mildew,moderate,224.215,211.521,214.458,0.396,0.647,57.67,224,224,216.731
3799,tomato,late_blight,moderate,116.101,112.239,65.451,0.773,0.36,41.84,512,224,97.93
2995,tomato,late_blight,mild,126.105,90.803,97.649,0.763,0.399,23.55,512,256,104.852
18977,wheat,healthy,moderate,109.234,170.349,81.437,0.232,0.802,0.57,224,256,120.34
6303,potato,early_blight,mild,167.716,150.919,82.017,0.667,0.512,11.07,256,224,133.551
5522,potato,late_blight,moderate,106.158,80.318,70.561,0.54,0.539,29.94,224,224,85.679
18284,wheat,powdery_mildew,mild,210.526,214.55,225.72,0.269,0.745,34.64,512,512,216.932
15897,wheat,healthy,moderate,115.582,179.937,93.955,0.294,0.723,0.6,224,256,129.825
16535,wheat,powdery_mildew,moderate,225.207,212.954,201.579,0.359,0.712,59.85,224,256,213.247
6549,potato,healthy,moderate,116.913,163.145,75.201,0.253,0.812,0.82,256,512,118.42
15572,wheat,septoria,moderate,160.271,158.07,119.573,0.723,0.426,41.9,512,512,145.971
6365,potato,healthy,mild,113.974,166.927,90.795,0.204,0.864,0.19,512,256,123.899
14691,corn,healthy,severe,90.499,182.605,97.574,0.204,0.838,1.1,224,224,123.559
10176,corn,rust,moderate,227.413,141.582,67.571,0.744,0.42,42.34,256,256,145.522
24533,grape,black_rot,severe,61.767,52.403,51.592,0.675,0.474,86.83,512,256,55.254
20881,grape,downy_mildew,mild,146.239,146.584,111.236,0.443,0.666,21.12,224,256,134.686
7424,potato,late_blight,mild,127.838,107.534,66.633,0.596,0.501,23.65,224,256,100.668
13924,corn,gray_leaf_spot,severe,158.777,165.854,106.657,0.647,0.499,66.43,224,256,143.763
2201,tomato,leaf_mold,mild,149.053,122.98,81.738,0.574,0.59,17.74,256,512,117.924
14612,corn,gray_leaf_spot,moderate,142.077,141.667,133.456,0.636,0.531,23.1,224,224,139.067
14711,corn,rust,moderate,214.084,157.188,99.495,0.551,0.554,31.21,256,224,156.922
24923,grape,healthy,moderate,114.981,172.991,93.629,0.297,0.789,1.29,512,256,127.2
12561,corn,gray_leaf_spot,severe,158.373,166.311,127.477,0.686,0.489,61.16,512,224,150.72
14147,corn,powdery_mildew,moderate,222.63,205.102,226.611,0.336,0.732,63.21,512,256,218.114
7847,potato,late_blight,mild,139.783,104.818,91.254,0.665,0.474,13.27,256,512,111.952
4208,tomato,healthy,severe,101.406,157.568,63.354,0.204,0.813,0.6,512,224,107.443
10733,corn,gray_leaf_spot,moderate,164.642,149.854,120.283,0.495,0.636,25.55,512,512,144.926
4323,tomato,healthy,mild,93.71,151.517,75.531,0.121,0.887,0.12,512,256,106.919
8816,potato,healthy,moderate,118.041,169.729,81.604,0.176,0.88,1.38,224,512,123.125
4957,tomato,leaf_mold,mild,146.274,111.13,97.224,0.395,0.673,13.22,256,256,118.209
3618,tomato,mosaic_virus,moderate,148.106,183.723,81.916,0.499,0.617,12.82,256,224,137.915
21288,grape,healthy,mild,103.713,156.564,89.8,0.231,0.852,0.06,512,256,116.692
5804,potato,early_blight,moderate,161.146,153.152,87.456,0.586,0.484,24.0,256,224,133.918
19581,wheat,rust,severe,206.394,143.352,89.487,0.777,0.334,26.77,512,256,146.411
20416,grape,powdery_mildew,moderate,214.856,217.046,225.874,0.223,0.871,47.68,512,224,219.259
5518,potato,late_blight,moderate,126.946,81.027,83.952,0.543,0.596,52.86,256,512,97.308
19362,wheat,healthy,mild,85.81,181.419,60.589,0.223,0.844,0.16,224,256,109.273
238,tomato,mosaic_virus,mild,140.74,163.917,108.15,0.439,0.657,8.5,512,224,137.602
21461,grape,healthy,severe,91.191,169.15,79.35,0.13,0.908,2.27,256,256,113.23
8290,potato,early_blight,mild,183.776,154.159,79.996,0.631,0.48,8.78,256,224,139.31
2915,tomato,late_blight,mild,113.529,119.963,97.859,0.67,0.47,14.07,256,224,110.45
13854,corn,gray_leaf_spot,moderate,163.566,133.637,102.383,0.481,0.572,28.38,512,512,133.195
12439,corn,gray_leaf_spot,moderate,170.53,152.694,126.596,0.599,0.513,28.64,224,224,149.94
138,tomato,mosaic_virus,severe,148.746,151.409,117.233,0.452,0.653,25.31,224,224,139.129
18201,wheat,septoria,moderate,195.979,152.966,131.618,0.722,0.459,22.94,256,256,160.188
15576,wheat,healthy,mild,116.888,164.347,79.005,0.255,0.781,0.03,224,512,120.08
5110,potato,healthy,moderate,91.982,176.606,75.468,0.164,0.894,0.43,512,224,114.685
22196,grape,downy_mildew,moderate,124.056,119.747,99.174,0.462,0.637,53.98,256,512,114.326
23880,grape,powdery_mildew,moderate,203.54,202.06,217.557,0.236,0.842,60.11,256,256,207.719
22450,grape,powdery_mildew,moderate,202.716,229.477,219.065,0.321,0.766,69.36,512,256,217.086
17631,wheat,septoria,moderate,164.715,160.485,110.268,0.79,0.337,21.42,224,256,145.156
24688,grape,black_rot,mild,77.13,83.889,64.357,0.671,0.447,21.42,224,256,75.125
22398,grape,powdery_mildew,severe,208.56,232.556,195.891,0.212,0.859,66.68,224,224,212.336
8676,potato,early_blight,severe,162.319,140.839,59.068,0.434,0.674,37.16,256,224,120.742
5087,potato,late_blight,mild,116.383,112.263,67.332,0.574,0.511,29.73,256,512,98.659
5609,potato,healthy,severe,99.336,147.342,61.629,0.178,0.842,0.68,256,256,102.769
15190,wheat,septoria,mild,194.147,160.714,111.134,0.655,0.492,12.35,224,512,155.332
3472,tomato,healthy,mild,103.484,162.086,76.546,0.215,0.803,0.73,256,256,114.039
22130,grape,downy_mildew,severe,122.829,149.772,117.345,0.693,0.404,78.49,512,256,129.982
8805,potato,late_blight,mild,119.124,95.392,61.2,0.594,0.555,28.86,512,224,91.905
7678,potato,healthy,mild,81.992,187.562,91.852,0.273,0.763,0.08,256,224,120.469
14386,corn,gray_leaf_spot,mild,173.016,161.546,130.285,0.664,0.516,16.02,256,256,154.949
19969,wheat,healthy,moderate,95.932,185.019,71.371,0.227,0.822,1.22,224,224,117.441
15674,wheat,powdery_mildew,severe,216.449,200.401,201.013,0.308,0.713,78.09,224,256,205.954
18921,wheat,powdery_mildew,mild,238.682,224.765,205.704,0.231,0.766,33.08,224,224,223.05
14175,corn,rust,severe,222.023,158.47,65.559,0.621,0.497,49.77,512,224,148.684
24928,grape,black_rot,moderate,76.673,79.461,52.937,0.748,0.38,76.64,256,512,69.69
17294,wheat,septoria,severe,174.057,161.978,102.646,0.768,0.357,56.14,224,224,146.227
15865,wheat,rust,moderate,197.589,137.57,77.498,0.736,0.429,31.64,224,224,137.552
11901,corn,healthy,moderate,95.168,168.331,66.67,0.264,0.763,1.43,224,512,110.056
2700,tomato,late_blight,mild,148.441,88.818,63.14,0.528,0.603,21.52,224,512,100.133
17084,wheat,healthy,mild,97.801,145.934,98.039,0.202,0.848,0.98,256,224,113.925
22467,grape,powdery_mildew,moderate,208.833,206.187,225.146,0.284,0.76,43.4,512,512,213.389
10072,corn,gray_leaf_spot,moderate,166.461,146.381,120.712,0.532,0.558,24.71,512,512,144.518
3270,tomato,healthy,moderate,105.727,156.167,76.541,0.108,0.887,0.15,256,512,112.812
16199,wheat,septoria,mild,188.003,172.245,114.097,0.564,0.529,17.68,512,512,158.115
24455,grape,healthy,mild,112.133,142.9,93.848,0.192,0.822,0.4,224,224,116.294
10921,corn,powdery_mildew,severe,217.438,198.263,226.953,0.218,0.811,57.62,224,224,214.218
6837,potato,healthy,mild,83.281,185.01,97.825,0.198,0.822,0.29,256,512,122.039
9157,potato,early_blight,mild,193.245,152.211,76.875,0.539,0.557,8.74,512,256,140.777
2004,tomato,mosaic_virus,moderate,174.353,150.966,88.642,0.499,0.591,7.91,224,256,137.987
19158,wheat,rust,severe,217.734,162.764,92.01,0.523,0.551,52.8,512,256,157.503
5195,potato,early_blight,moderate,166.072,131.357,81.989,0.427,0.674,12.8,512,512,126.473
4303,tomato,healthy,moderate,94.456,157.278,80.351,0.298,0.746,1.82,224,224,110.695
2524,tomato,early_blight,moderate,150.556,142.748,55.566,0.64,0.501,28.74,512,256,116.29
6767,potato,early_blight,severe,169.22,134.204,76.681,0.469,0.656,19.48,512,512,126.702
5783,potato,early_blight,mild,195.521,134.271,74.569,0.674,0.448,12.75,256,224,134.787
21986,grape,black_rot,mild,78.661,70.409,77.675,0.755,0.4,32.1,224,512,75.582
21664,grape,healthy,severe,114.212,180.315,81.149,0.296,0.766,0.06,256,512,125.225
18676,wheat,rust,mild,216.023,168.873,80.134,0.619,0.504,10.93,256,512,155.01
21538,grape,healthy,mild,116.54,167.484,99.29,0.194,0.864,0.84,224,224,127.771
21927,grape,black_rot,moderate,57.401,52.251,57.606,0.645,0.5,50.33,512,256,55.753
8198,potato,early_blight,moderate,192.012,158.004,87.924,0.5,0.632,26.47,512,256,145.98
3449,tomato,late_blight,severe,138.014,110.178,79.595,0.77,0.368,42.24,256,512,109.262
21120,grape,powdery_mildew,mild,218.948,213.439,215.229,0.381,0.653,22.08,224,512,215.872
9869,potato,early_blight,moderate,160.39,121.944,76.311,0.459,0.606,17.15,256,512,119.548
1599,tomato,mosaic_virus,moderate,136.216,162.616,80.786,0.397,0.691,13.16,512,224,126.539
20768,grape,black_rot,severe,51.399,78.479,72.556,0.628,0.53,60.94,512,256,67.478
18914,wheat,healthy,moderate,96.538,141.867,75.046,0.227,0.784,1.05,512,256,104.484
12777,corn,gray_leaf_spot,moderate,178.742,152.799,116.098,0.633,0.521,40.66,512,224,149.213
7507,potato,early_blight,moderate,176.337,136.907,55.004,0.446,0.661,27.02,256,512,122.749
17486,wheat,powdery_mildew,mild,209.393,211.588,221.373,0.292,0.766,32.5,512,512,214.118
11721,corn,powdery_mildew,mild,229.627,230.04,201.502,0.354,0.679,17.1,256,512,220.39
7268,potato,early_blight,moderate,197.533,150.972,75.836,0.551,0.609,19.37,512,512,141.447
19359,wheat,healthy,mild,111.4,176.288,78.154,0.189,0.804,0.51,256,256,121.947
19435,wheat,healthy,moderate,95.793,157.803,69.387,0.186,0.847,0.79,256,224,107.661
18854,wheat,septoria,mild,186.323,169.899,128.203,0.681,0.425,15.1,256,224,161.475
5898,potato,early_blight,mild,192.921,152.909,70.406,0.569,0.536,14.2,512,512,138.745
8286,potato,healthy,moderate,94.659,146.91,85.582,0.132,0.854,1.97,512,256,109.05
19575,wheat,healthy,mild,114.218,156.172,72.358,0.296,0.724,0.63,224,512,114.249
7086,potato,healthy,severe,80.658,166.084,61.151,0.273,0.751,0.15,224,256,102.631
23482,grape,healthy,mild,89.618,166.326,85.446,0.293,0.79,0.86,512,224,113.797
19302,wheat,healthy,severe,116.67,186.408,65.817,0.104,0.937,1.99,512,512,122.965
15101,wheat,powdery_mildew,moderate,235.642,202.486,216.454,0.307,0.733,31.22,224,256,218.194
19181,wheat,powdery_mildew,moderate,212.753,196.678,205.821,0.315,0.787,30.87,224,512,205.084
22470,grape,downy_mildew,moderate,140.468,130.19,127.045,0.616,0.504,48.25,224,256,132.568
12550,corn,powdery_mildew,mild,217.801,209.674,229.256,0.228,0.858,17.0,256,224,218.91
16148,wheat,rust,moderate,223.504,157.298,71.681,0.513,0.632,17.37,224,224,150.828
17042,wheat,healthy,severe,119.582,160.647,85.288,0.198,0.876,1.41,224,224,121.839
14355,corn,healthy,severe,99.209,164.299,76.953,0.222,0.848,2.36,512,512,113.487
12582,corn,healthy,moderate,101.552,142.036,92.056,0.281,0.793,1.08,256,256,111.881
3336,tomato,healthy,mild,112.137,171.886,68.809,0.242,0.838,0.35,512,256,117.611
5946,potato,healthy,moderate,101.209,172.904,92.05,0.16,0.89,1.44,224,224,122.054
22360,grape,downy_mildew,severe,151.327,133.393,101.257,0.402,0.642,61.93,224,224,128.659
11243,corn,healthy,moderate,98.664,174.005,88.32,0.177,0.809,1.3,224,256,120.33
18066,wheat,healthy,moderate,112.421,186.696,65.704,0.122,0.856,0.1,256,224,121.607
15941,wheat,rust,mild,211.837,166.245,77.537,0.591,0.542,17.99,224,256,151.873
3715,tomato,healthy,mild,93.659,144.316,67.898,0.263,0.783,0.15,224,224,101.958
7595,potato,early_blight,severe,185.191,152.564,50.997,0.563,0.595,18.09,512,224,129.584
18902,wheat,rust,moderate,194.718,146.018,98.192,0.701,0.438,30.0,256,256,146.309
11017,corn,healthy,moderate,89.27,160.362,67.036,0.167,0.905,1.29,512,512,105.556
3768,tomato,healthy,severe,83.942,161.658,94.648,0.216,0.809,1.29,256,512,113.416
2286,tomato,early_blight,mild,166.597,132.927,63.779,0.548,0.549,10.72,512,224,121.101
9025,potato,early_blight,moderate,177.39,139.445,74.034,0.675,0.488,20.1,224,256,130.29
5711,potato,early_blight,moderate,190.856,121.239,50.98,0.475,0.572,25.8,224,256,121.025
20844,grape,powdery_mildew,mild,226.117,196.255,219.149,0.333,0.697,19.95,224,512,213.84
6564,potato,healthy,moderate,105.117,144.207,65.925,0.275,0.733,0.37,224,512,105.083
24247,grape,downy_mildew,moderate,151.597,138.182,100.826,0.683,0.471,42.0,512,224,130.202
10061,corn,gray_leaf_spot,mild,167.274,164.117,129.516,0.639,0.52,19.84,512,256,153.636
13363,corn,powdery_mildew,moderate,225.5,219.31,226.475,0.338,0.75,31.51,224,256,223.762
2477,tomato,mosaic_virus,severe,150.942,186.395,80.002,0.302,0.763,18.87,224,512,139.113
9675,potato,early_blight,severe,175.574,147.12,86.333,0.476,0.589,37.42,256,512,136.342
9626,potato,early_blight,mild,192.818,133.04,89.67,0.492,0.618,5.13,224,512,138.509
6906,potato,early_blight,moderate,194.733,159.077,84.287,0.679,0.407,19.51,224,512,146.032
21586,grape,healthy,moderate,96.904,174.184,99.294,0.192,0.879,1.01,224,224,123.461
24179,grape,healthy,mild,107.102,154.724,93.021,0.253,0.823,0.24,256,224,118.282
18630,wheat,rust,mild,218.582,131.921,66.446,0.549,0.6,19.8,256,224,138.983
24079,grape,black_rot,severe,67.253,75.588,83.205,0.852,0.328,84.65,512,224,75.349
4955,tomato,healthy,moderate,83.995,167.277,74.521,0.211,0.803,0.69,256,512,108.598
11688,corn,gray_leaf_spot,mild,160.088,133.501,108.752,0.543,0.572,16.69,224,256,134.114
8719,potato,late_blight,moderate,131.015,92.225,98.074,0.665,0.462,41.27,512,512,107.105
19151,wheat,rust,moderate,192.544,146.898,86.166,0.598,0.515,39.6,224,224,141.869
11990,corn,healthy,moderate,93.612,165.478,72.25,0.275,0.756,0.47,224,224,110.447
23603,grape,black_rot,moderate,79.591,62.354,78.436,0.885,0.275,59.86,256,256,73.46
21138,grape,healthy,moderate,91.775,176.277,67.659,0.283,0.731,0.72,224,512,111.904
2589,tomato,healthy,mild,88.282,159.458,67.824,0.202,0.876,0.4,256,256,105.188
14097,corn,gray_leaf_spot,moderate,156.872,158.405,123.482,0.651,0.463,38.73,512,512,146.253
13235,corn,gray_leaf_spot,moderate,149.805,141.939,118.804,0.408,0.636,26.15,512,512,136.849
2450,tomato,leaf_mold,mild,134.008,129.591,82.907,0.564,0.505,16.74,256,256,115.502
19696,wheat,septoria,moderate,186.522,172.592,114.329,0.623,0.545,27.59,256,256,157.814
8643,potato,healthy,mild,84.921,152.322,72.166,0.204,0.806,0.04,256,512,103.136
7272,potato,healthy,severe,102.408,140.962,67.853,0.187,0.806,2.74,512,256,103.741
20152,grape,healthy,moderate,102.552,154.047,82.004,0.136,0.884,1.37,224,512,112.868
21990,grape,powdery_mildew,mild,229.465,208.661,205.635,0.284,0.723,22.54,256,512,214.587
11267,corn,powdery_mildew,severe,232.16,212.759,221.704,0.225,0.819,82.9,224,512,222.208
10626,corn,powdery_mildew,moderate,231.989,234.783,207.083,0.314,0.717,49.95,224,224,224.618
14516,corn,rust,moderate,215.847,147.355,96.388,0.615,0.55,29.45,224,256,153.197
17845,wheat,powdery_mildew,mild,225.352,223.204,196.636,0.357,0.681,18.57,256,512,215.064
2121,tomato,leaf_mold,mild,124.959,132.518,106.289,0.302,0.799,13.96,224,256,121.255
9033,potato,late_blight,moderate,102.313,118.159,88.627,0.723,0.402,42.74,512,256,103.033
11984,corn,rust,severe,205.501,155.643,91.093,0.634,0.494,41.54,512,256,150.746
4004,tomato,healthy,mild,115.543,163.439,82.285,0.106,0.939,0.74,256,512,120.422
22458,grape,downy_mildew,mild,138.211,114.011,123.694,0.482,0.643,12.86,256,224,125.305
14644,corn,rust,mild,227.161,166.351,99.515,0.521,0.552,24.39,256,224,164.342
4546,tomato,mosaic_virus,moderate,176.696,189.994,89.259,0.489,0.638,14.88,256,512,151.983
24328,grape,downy_mildew,mild,140.366,137.476,116.969,0.686,0.477,20.43,256,512,131.604
22270,grape,black_rot,severe,72.156,51.469,87.265,0.674,0.45,79.84,224,224,70.297
18807,wheat,powdery_mildew,mild,216.96,213.618,218.358,0.241,0.818,23.61,224,512,216.312
15974,wheat,powdery_mildew,severe,215.72,215.931,218.911,0.259,0.797,66.36,224,256,216.854
19557,wheat,healthy,moderate,80.895,176.085,89.74,0.204,0.828,1.85,224,512,115.573
23891,grape,healthy,severe,95.05,154.755,77.387,0.16,0.901,0.8,224,256,109.064
9368,potato,early_blight,moderate,180.807,135.137,72.925,0.64,0.458,22.72,512,512,129.623
21034,grape,healthy,mild,85.076,173.706,87.375,0.147,0.922,0.19,224,224,115.386
6626,potato,late_blight,mild,149.577,81.416,67.471,0.781,0.409,14.6,256,224,99.488
13127,corn,powdery_mildew,moderate,237.435,200.389,225.615,0.384,0.669,65.5,224,224,221.146
11082,corn,gray_leaf_spot,mild,149.486,141.457,139.985,0.569,0.497,10.92,512,256,143.643
9845,potato,late_blight,moderate,144.513,117.831,82.155,0.532,0.618,52.65,256,256,114.833
19859,wheat,rust,moderate,201.72,146.531,75.185,0.567,0.553,47.9,256,512,141.145
13230,corn,powdery_mildew,mild,227.136,203.743,221.939,0.391,0.676,18.97,512,256,217.606
4239,tomato,leaf_mold,moderate,116.273,101.686,88.568,0.534,0.574,32.06,512,224,102.176
17371,wheat,rust,moderate,207.97,163.429,73.417,0.6,0.509,46.69,256,512,148.272
20121,grape,downy_mildew,mild,122.703,145.977,128.662,0.635,0.489,18.49,256,256,132.447
15176,wheat,rust,severe,199.195,145.356,91.767,0.724,0.417,65.58,224,512,145.439
17873,wheat,healthy,mild,92.983,159.15,91.174,0.127,0.931,0.47,256,256,114.436
19776,wheat,powdery_mildew,moderate,222.491,233.583,217.096,0.33,0.758,45.94,256,256,224.39
20015,grape,downy_mildew,mild,123.991,125.552,106.912,0.437,0.647,13.4,512,512,118.818
21814,grape,black_rot,mild,71.341,79.27,79.187,0.693,0.4,36.64,256,256,76.599
11886,corn,rust,severe,209.301,164.697,70.608,0.66,0.472,30.75,256,512,148.202
13825,corn,healthy,mild,112.431,147.93,84.805,0.296,0.719,0.39,256,512,115.055
23168,grape,powdery_mildew,mild,229.368,217.676,191.994,0.244,0.84,19.28,256,256,213.013
19382,wheat,septoria,mild,188.42,166.438,104.02,0.633,0.526,22.25,256,256,152.959
3540,tomato,late_blight,moderate,119.649,90.276,83.845,0.678,0.423,50.6,256,512,97.923
16831,wheat,healthy,severe,91.227,168.301,60.406,0.263,0.815,2.4,224,224,106.645
2525,tomato,late_blight,moderate,122.793,108.138,66.316,0.509,0.639,48.13,256,512,99.082
6416,potato,healthy,severe,82.161,165.242,90.136,0.225,0.777,1.93,256,224,112.513
3893,tomato,mosaic_virus,severe,171.118,195.301,114.484,0.349,0.68,26.4,224,512,160.301
3315,tomato,late_blight,severe,109.394,118.204,78.168,0.53,0.539,78.23,256,512,101.922
13406,corn,rust,mild,209.071,146.092,81.182,0.631,0.542,15.89,256,224,145.448
13154,corn,healthy,moderate,91.596,153.271,60.754,0.228,0.768,0.62,256,224,101.874
4062,tomato,leaf_mold,mild,127.963,105.56,80.168,0.424,0.62,19.42,512,224,104.564
24275,grape,black_rot,moderate,69.851,73.025,52.184,0.746,0.434,73.39,512,224,65.02
7468,potato,healthy,moderate,93.696,157.103,75.717,0.152,0.903,0.87,256,224,108.839
683,tomato,mosaic_virus,mild,144.67,185.569,118.392,0.45,0.657,8.01,256,224,149.544
10107,corn,healthy,severe,111.962,155.342,72.198,0.114,0.937,1.12,512,512,113.167
11931,corn,healthy,moderate,85.792,152.459,79.212,0.179,0.882,1.39,224,512,105.821
21671,grape,downy_mildew,mild,134.055,116.384,92.939,0.491,0.565,23.24,256,512,114.459
20118,grape,healthy,severe,94.301,177.224,77.254,0.232,0.827,0.48,512,256,116.26
24606,grape,black_rot,mild,66.692,54.894,53.75,0.616,0.489,25.68,224,224,58.445
6156,potato,late_blight,mild,109.264,117.822,67.526,0.614,0.553,15.54,256,224,98.204
4954,tomato,late_blight,severe,103.414,104.963,62.501,0.517,0.617,59.73,512,256,90.293
24588,grape,black_rot,mild,85.371,75.903,59.016,0.894,0.294,35.91,224,512,73.43
5717,potato,late_blight,mild,123.28,114.939,68.44,0.768,0.396,21.62,224,224,102.22
24497,grape,black_rot,moderate,70.764,54.54,57.172,0.776,0.342,77.09,512,512,60.825
8320,potato,late_blight,severe,148.661,87.863,65.198,0.64,0.472,51.73,224,256,100.574
21550,grape,healthy,mild,94.015,189.144,78.092,0.285,0.738,0.19,224,224,120.417
11451,corn,gray_leaf_spot,severe,174.841,157.309,116.77,0.441,0.616,46.12,224,224,149.64
23622,grape,healthy,severe,91.824,151.256,93.206,0.281,0.773,2.02,256,256,112.095
5330,potato,healthy,mild,114.485,164.894,84.022,0.129,0.868,0.87,512,256,121.134
12160,corn,gray_leaf_spot,severe,177.977,130.091,103.592,0.556,0.514,47.28,512,512,137.22
23842,grape,powdery_mildew,moderate,206.306,200.221,220.463,0.344,0.725,57.66,256,224,208.997
6287,potato,late_blight,moderate,103.663,96.563,94.515,0.567,0.526,41.0,512,256,98.247
1641,tomato,late_blight,mild,103.957,103.114,95.299,0.608,0.557,28.2,256,256,100.79
4776,tomato,late_blight,moderate,124.849,105.485,61.6,0.796,0.41,39.83,256,512,97.311
8828,potato,early_blight,mild,168.441,137.031,65.828,0.62,0.508,10.53,224,224,123.767
3795,tomato,healthy,moderate,102.364,178.63,69.854,0.101,0.914,0.56,512,256,116.949
8804,potato,late_blight,mild,133.11,82.717,70.936,0.566,0.561,14.13,224,224,95.588
4505,tomato,early_blight,moderate,151.273,151.977,82.754,0.409,0.676,24.48,256,224,128.668
8830,potato,early_blight,severe,189.605,155.543,76.338,0.581,0.575,41.87,512,512,140.495
18641,wheat,healthy,moderate,116.548,141.426,72.435,0.1,0.879,1.26,224,256,110.136
9403,potato,late_blight,moderate,103.736,92.478,74.922,0.596,0.479,53.18,512,256,90.379
18042,wheat,septoria,moderate,177.49,150.92,110.048,0.782,0.392,35.87,512,512,146.153
18891,wheat,septoria,mild,169.031,168.33,135.233,0.595,0.484,13.09,256,512,157.531
14814,corn,rust,moderate,219.282,132.79,83.497,0.683,0.472,23.94,512,512,145.19
17313,wheat,septoria,moderate,180.272,154.205,120.962,0.553,0.511,42.08,256,512,151.813
15983,wheat,healthy,mild,81.734,159.419,96.508,0.271,0.755,1.0,256,256,112.554
23224,grape,downy_mildew,mild,130.946,116.04,108.0,0.435,0.697,23.34,512,256,118.329
14619,corn,gray_leaf_spot,mild,141.495,137.684,130.0,0.664,0.484,22.34,224,512,136.393
290,tomato,healthy,mild,101.348,179.562,89.482,0.253,0.842,0.58,256,256,123.464
10586,corn,powdery_mildew,mild,200.588,214.138,199.187,0.208,0.795,21.19,256,224,204.638
17713,wheat,healthy,mild,80.008,175.238,88.07,0.266,0.783,0.35,512,512,114.439
3755,tomato,early_blight,moderate,186.435,154.475,53.945,0.691,0.429,29.14,224,224,131.618
24100,grape,powdery_mildew,moderate,227.03,219.58,195.458,0.258,0.761,60.08,256,224,214.023
22599,grape,healthy,severe,115.78,184.129,91.844,0.296,0.783,2.3,512,224,130.584
18055,wheat,healthy,mild,83.593,151.79,91.357,0.185,0.829,0.45,224,224,108.913
18193,wheat,septoria,mild,180.988,143.542,104.275,0.785,0.397,20.85,224,256,142.935
10579,corn,powdery_mildew,moderate,233.8,203.12,220.047,0.322,0.786,43.53,224,224,218.989
3062,tomato,leaf_mold,severe,114.098,129.457,78.284,0.574,0.541,57.57,256,224,107.28
3690,tomato,mosaic_virus,moderate,139.948,169.733,93.439,0.324,0.784,12.12,256,256,134.373
17956,wheat,rust,mild,224.22,137.842,81.087,0.739,0.38,10.7,224,224,147.716
11210,corn,healthy,moderate,97.816,142.457,68.033,0.274,0.75,1.18,224,224,102.769
756,tomato,leaf_mold,mild,134.161,105.515,104.2,0.515,0.592,10.76,256,256,114.625
9435,potato,healthy,severe,116.07,175.869,89.961,0.146,0.877,2.06,256,256,127.3
15539,wheat,healthy,mild,97.791,152.637,60.451,0.291,0.801,0.17,224,512,103.626
7112,potato,healthy,mild,89.923,158.754,81.005,0.25,0.8,0.89,512,512,109.894
24917,grape,powdery_mildew,moderate,224.3,204.057,214.252,0.378,0.72,68.26,512,512,214.203
842,tomato,mosaic_virus,mild,179.312,189.923,100.089,0.283,0.766,9.56,224,256,156.441
15809,wheat,healthy,mild,102.167,168.089,77.791,0.203,0.807,0.43,256,224,116.016
11694,corn,healthy,severe,96.295,184.6,73.338,0.277,0.816,2.74,512,256,118.078
12504,corn,rust,severe,214.177,144.976,83.579,0.554,0.546,63.59,512,512,147.577
23638,grape,downy_mildew,mild,135.22,133.036,118.094,0.492,0.613,20.49,224,256,128.783
7049,potato,late_blight,moderate,114.362,85.271,78.694,0.714,0.41,40.85,512,512,92.776
7908,potato,healthy,mild,109.961,148.937,77.24,0.148,0.932,0.04,224,512,112.046
2781,tomato,mosaic_virus,moderate,169.868,153.602,99.078,0.293,0.798,19.86,512,224,140.849
9531,potato,early_blight,moderate,172.47,133.513,58.739,0.504,0.582,25.45,224,512,121.574
23606,grape,healthy,mild,86.242,157.126,83.516,0.126,0.937,0.7,256,224,108.961
16826,wheat,rust,severe,213.595,166.84,68.955,0.746,0.418,40.13,256,512,149.797
11569,corn,healthy,mild,88.979,167.315,87.885,0.207,0.838,0.67,224,256,114.726
12006,corn,healthy,mild,86.93,187.044,77.234,0.27,0.742,0.82,256,256,117.069
410,tomato,healthy,moderate,100.422,174.922,84.608,0.235,0.798,1.31,224,224,119.984
